"Please, select visible in stores to this poll first","Пожалуйста, вначале выберите видимость в магазинах на этот опрос"
"Poll Manager","Менеджер голосований"
"Poll was successfully deleted","Опрос был удален"
"Poll was successfully saved","Опрос был успешно сохранен"
"Position of Watermark for %s","Позиция водяного знака для %s"
"Preferred state","Желательное состояние"
"Preparing to change $pkg, please wait...","Подготовка к измению $pkg, пожалуйста, подождите ..."
"Prev. month (hold for menu)","Пред. Месяц (hold for menu)"
"Prev. year (hold for menu)","Пред. Год (hold for menu)"
"Preview","Предварительный просмотр"
"Preview Template","Посмотреть шаблон"
"Previous page","Предыдущая страница"
"Price","Цена"
"Price alert subscription was saved successfully","Подписка на уведомления об изменении цены на товар сохранена"
"Price:","Цена:"
"Primary Billing Address","Основной адрес регистрации"
"Processed <strong>%s%% %s/%d</strong> records","Обработано <strong>%s%% %s/%d</strong> записей"
"Product","Товар:"
"Product Thumbnail Itself","Иконка товара"
"Product:","Товар:"
"Products","Товары"
"Profile Action","Действие для профиля"
"Profile Actions XML","Профиль действий XML"
"Profile Direction","Направление профиля"
"Profile History","История профиля"
"Profile Information","Информация профиля"
"Profile Name","Название профиля"
"Profile Wizard","Мастер профилей"
"Profile was deleted","Профиль удален"
"Profile was successfully saved","Профиль был успешно сохранен"
"Profiles","Профили"
"Promo","Акция"
"Promotions","Продвижение"
"Provided Files","Предоставляемые файлы"
"Qty","Кол-во"
"Quantity","Количество"
"Queue Refresh","Обновить очередь"
"Queued... Cancel","Постановка в очередь... Отменить"
"Radio Buttons","Радио кнопки"
"Rates","Цены"
"Rating was successfully deleted","Рейтинг был удален"
"Rating was successfully saved","Рейтинг была успешно сохранена"
"Read details","Прочитать подробнее"
"Rebuild","Перестроить"
"Recent Orders","Последние заказы"
"Recommended","Рекомендуем"
"Recursive Dir","Рекурсивный каталог"
"Redirect","Перенаправление"
"Refresh","Обновить"
"Refresh Now*","Обновить сейчас*"
"Region/State","Регион/штат"
"Release","Выпуск"
"Release Info","Информация выпуска"
"Release Stability","Стабильный выпуск"
"Release Version","Версия выпуска"
"Remote Extension Info","Информация удаленного расширения"
"Remote FTP","Удаленный FTP"
"Remote URL:","Удаленный URL:"
"Remove","Удалить"
"Reports","Отчеты"
"Request Path","Запрашиваемый путь (path)"
"Required","Обязательное поле"
"Reset","Сбросить"
"Reset Filter","Сбросить фильтр"
"Resize","Изменение размера"
"Resource Access","Доступ к ресурсу"
"Resources","Ресурсы"
"Results","Результаты"
"Retrieve Password","Получить пароль"
"Return Html Version","Вернуть Html Версию"
"Revenue","Доход"
"Role","Роль"
"Role ID","ID роли"
"Role Info","Информация о роли"
"Role Information","Информация о роли"
"Role Name","Название роли"
"Role Resources","Ресурсы роли"
"Role Users","Пользователи роли"
"Role successfully deleted.","Роль удалена."
"Role successfully saved.","Роль успешно сохранена."
"Roles","Роли"
"Roles Resources","Ресурсы ролей"
"Rotate CCW","Повернуть против часовой"
"Rotate CW","Повернуть по часовой"
"Run","Исполнить"
"Run Profile","Запуск профиля"
"Run Profile In Popup","Запуск профиль в всплывающем окне"
"Run Profile Inside This Window","Запуск профиля внутри этого окна"
"Run in popup","Запуск во всплывающем окне"
"Running... Kill","Исполняется.... убить"
"Running:","Запущено:"
"SKU","SKU"
"SKU:","SKU:"
"SSL Error: Invalid or self-signed certificate","Ошибка SSL: Неправильный или самостоятельно подписанный сертификат"
"Sales Report","Отчет о продажах"
"Samples","Образцы"
"Save","Сохранить"
"Save & Generate","Сохранить и сгенерировать"
"Save Account","Сохранить учетную запись"
"Save And Continue Edit","Сохранить и продолжить редактирование"
"Save As...","Сохранить как..."
"Save Config","Сохранить параметры"
"Save Currency Rates","Созранить курсы валют"
"Save PEAR Config","Запомнить PEAR конфигурацию"
"Save Profile","Сохранить профиль"
"Save Role","Сохранить роль"
"Save Template","Сохранить шаблон"
"Save User","Сохранить пользователя"
"Save and Continue Editing","Сохранить и продолжить редактирование"
"Save cache settings","Сохранить настройки кэша"
"Save data and Create Package","Сохранить данные и создать пакет"
"Save package with custom package file name","Сохранить пакет под другим именем файла"
"Search","Найти"
"Search Index","Индекс поиска"
"Search Index was rebuilded successfully","Индекс поиска перестроен"
"Search Term","Условие поиска"
"Search Terms","Условия поиска"
"Select","Выбрать"
"Select All","Выбрать все"
"Select Category","Выбрать категорию"
"Select Date","Выбрать дату"
"Select Range","Выбрать промежуток"
"Select Visible","Выбор видимых"
"Select date","Выбрать дату"
"Selected allow currency ""%s"" is not available in installed currencies","Выбранная валюта ""%s"" не установлена"
"Selected base currency is not available in installed currencies","Выбранная базовая валюта не установлена."
"Selected default display currency is not available in allowed currencies","Валюта по умолчанию не указана в списке разрешенных валют"
"Selected default display currency is not available in installed currencies","Валюта по умолчанию не установлена"
"Sender","Отправитель"
"Separate email","Отдельный (другой) email"
"Shipment #%s comment added","Комментарий к отправлению #%s добавлен"
"Shipment #%s created","Отгрузка #%s создана"
"Shipment Comments","Комментарии к отправлению"
"Shipment History","История отгрузки"
"Shipment was successfully created.","Отправление создано."
"Shipment was successfully sent.","Отправление отправлено."
"Shipping","Доставка"
"Shipping Address","Адрес доставки"
"Shipping Price","Цена доставки"
"Shipping address","Адрес доставки"
"Shipping address selection is not applicable","Выбор адреса доставки недоступен"
"Shipping method must be specified","Должен быть указан метод доставки"
"Shipping method selection is not applicable","Выбор способа доставки недоступен"
"Shipping origin","Происхождение доставки"
"Shopping Cart from %s","Корзина из %s"
"Show Report for","Показать отчет для"
"Show by","Показать в"
"Show reviews","Показать отзывы"
"Sitemap Information","Информация о карте сайта"
"Size for %s","Размер для %s"
"Skip category selection","Пропустить выбор категории"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","Некоторые товары в этом заказе имеют разные номера счёта и способ доставки. Мы можете задать способ доставки только после составления счёта."
"Some of the ordered items don\'t exist in the catalog anymore and will be removed if you try to edit the order.","Некоторых заказанных товаров больше нет на складе и они будут удалены из счёта при его редактировании."
"Sorry, this feature is coming soon...","Приносим извинения, эта функция будет реализована в ближайшее время ..."
"Sort Order","Порядок сортировки"
"Specific Countries","Конкретные страны"
"Spreadsheet Name:","Название таблицы:"
"Stability","Стабильность"
"Start Date","Дата начала"
"Starting profile execution, please wait...","Запущено выполнение профиля, подождите ..."
"State/Province:","Штат/провинция:"
"Status","Статус"
"Status:","Статус:"
"Stock Quantity:","Количество в магазине:"
"Stock notification was saved successfully","Подписка на уведомление о появлении товара в наличии сохранена"
"Store","Магазин"
"Store Email Addresses Section","Раздел Email адресов магазина"
"Store View","Вид магазина"
"Store:","Магазин:"
"Subject","Тема"
"Submit","Выполнить"
"Subpackage","Подпакет"
"Subpackage can't be conflicting","Подпакет не может быть в конфликте"
"Subpackages","Подпакеты"
"Subtotal","Подитог"
"Subtotal Amount","Итоговая сумма"
"Summary","Итог"
"Summary:","Итог:"
"Switch/Solo Only","Только расчётные карты Switch/Solo(Великобритания)"
"Switch/Solo card issue number: %s","Номер карты Switch/Solo(Великобритания): %s"
"Switch/Solo/Maestro(UK Domestic) Only","Только расчётные карты Switch/Solo/Maestro(Великобритания)"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Номер карты Switch/Solo/Maestro(Великобритания): %s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Дата карты Switch/Solo/Maestro(Великобритания): %s/%s"
"System","Система"
"System Section","Системный раздел"
"Tag was successfully deleted","Метка была удалена"
"Tag was successfully saved","Метка была успешно сохранена"
"Tags","Тэги"
"Target Path","Путь цели"
"Tax","Налог"
"Tb","Тб"
"Template","Шаблон"
"Template Content","Содержимое шаблона"
"Template Information","Информация о шаблоне"
"Template Name","Имя шаблона"
"Template Subject","Тема шаблона"
"Template Type","Тип шаблона"
"Temporary (302)","Временный (302)"
"Text","Текст"
"The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems","Архив может быть распакован при помощи <a href=""%s"">%s</a> на системах с Windows"
"The information in this tab has been changed.","Информация в этой вкладке изменилась."
"This account is","Эта учетная запись"
"This attribute set don\'t have attributes which we can use for configurable product","В этом наборе атрибутов нет атрибутов для конфигурируемых товаров"
"This attribute shares the same value in all the stores","Этот атрибут совместно использует значение во всех магазинах"
"This is a required field.","Обязательное поле"
"This product is currently disabled","Этот продукт в настоящее время отменен"
"This section is not allowed.","Этот раздел запрещён"
"This tab contains invalid data. Please solve the problem before saving.","Эта вкладка содержит некорректные данные. Исправьте перед сохранением."
"This user no longer exists","Этот пользователь больше не существует"
"Thumbnail","Мини-изображение"
"Time selection:","Выбрать время:"
"Time:","Время:"
"To","по"
"Toggle Editor","Переключить редактор"
"Tools","Инструменты"
"Top 5 Search Terms","5 популярных условий поиска"
"Total","Всего"
"Total %d records found","Всего найдено %d записей"
"Total Amount","Общая сумма"
"Total Invoiced","Всего платежей"
"Total Order Amount","Общее количество заказов"
"Total Refunded","Всего возвратов"
"Total of %d record(s) were successfully deleted","Всего удалено  %d записей"
"Total of %d record(s) were successfully updated","Всего обновлено  %d записей"
"Track order","Отследить заказ"
"Track this shipment","Отследить отправление"
"Tracking number %s for %s assigned","Номер отслеживания %s для %s установлен"
"Tracking number can not be empty.","Номер отслеживание не может быть пуст."
"Transactional Emails","Транзакционные письма"
"Type","Тип"
"Type:","Тип:"
"Unable to find a poll to delete","Не удается найти опрос для удаления"
"Unable to find a tag to delete","Не удалось найти метку для удаления"
"Unable to find a user to delete","Не удалось найти пользователя для удаления"
"Unable to initialize import model","Невозможно инициализировать модель импорта"
"Unable to save Cron expression","Невозможно сохранить выражение Cron"
"Uninstall","Удаление"
"Uninstalling $pkg, please wait...","Удаление $pkg, подождите ..."
"Uninstalling selected packages, please wait...","Удаление выбранных пакетов, пожалуйста, подождите ..."
"Unknown","Неизвестный"
"Unknown error","Неизвестная ошибка"
"Unselect All","Снять все"
"Unselect Visible","Снять выбор с видимых"
"Update","Обновить"
"Updated At","Обновлено"
"Upgrade","Обновление"
"Upgrade All Available Packages","Обновить все возможные пакеты"
"Upgrade all available packages","Обновить все возможные пакеты"
"Upgrade all packages","Обновить все пакеты"
"Upgrading $pkg, please wait...","Обновление $pkg, подождите ..."
"Upgrading all available packages, please wait...","Обновление всех доступных пакетов, пожалуйста, подождите ..."
"Upgrading all packages, please wait...","Обновление всех пакетов, пожалуйста, подождите ..."
"Upgrading selected packages, please wait...","Обновление выбраных пакетов, пожалуйста, подождите ..."
"Upload File","Загрузка файла"
"Upload Files","Загрузка файлов"
"Upload HTTP Error","HTTP ошибка загрузки"
"Upload I/O Error","I/O ошибка загрузки"
"Upload Local File","Загрузить локальный файл"
"Upload Security Error","Ошибка безопасности загрузки"
"Upload and Install","Загрузка и установка"
"Upload import file","Загрузка файла для импорта"
"Upload local file:","Загрузить локальный файл:"
"Url Rewrite Management","Управление Url Rewrite"
"Urlrewrite Information","Информация Urlrewrite"
"Use Default Value","Использовать значение по умолчанию"
"Use default","Использовать по умолчанию"
"Use website","Использование веб-сайта"
"User","Пользователь"
"User Email","Email пользователя"
"User ID","ID пользователя"
"User Info","Информация о пользователе"
"User Information","Информация о пользователе"
"User Name","Имя пользователя"
"User Name:","Имя пользователя:"
"User Role","Роль пользователя"
"User Roles","Роли пользователя"
"User Roles Information","Информация о роли пользователя"
"User name","Имя пользователя"
"User was successfully deleted","Пользователь был удален"
"User was successfully saved","Пользователь был успешно сохранен"
"User with the same User Name or Email aleady exists","Пользователя с тем же именем пользователя или email-ом уже существует"
"Users","Пользователи"
"Value","Значение"
"Value Delimiter:","Значение разделителя:"
"Version","Версия"
"Version:","Версия:"
"View","Выводить"
"View Actions XML","Cмотреть действия xml"
"View Statistics for","Просмотр статистики для"
"Visibility:","Видимость:"
"Warning! Empty value can cause problems with CSV format.","Внимание! Пустые значения могут вызывать проблемы в CSV формате."
"Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?","Внимание!\r\nЭто действие удалит пользователя из присвоенной роли.\r\nВы уверены?"
"Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?","Внимание!\r\nЭто действие удалит пользователей из присвоенных ролей.\r\nВы уверены?"
"Warning: Please don't close window during importing/exporting data","Предупреждение: пожалуйста, не закрывайте окно во время импорта/экспорта данных"
"Watermark File for %s","Файл с водяным знаком для %s"
"We\'re in our typing table, coding away more features for Magento. Thank you for your patience.","Сейчас мы в домике и заняты совершенствованием Magento. Благодарим за выдержку и нордический характер."
"Web Section","Раздел Веб"
"Web Services","Веб сервисы"
"Web services","Веб сервисы"
"Website","Сайт"
"What is this?","Что это?"
"Wishlist Report","Отчет листа пожеланий"
"Wrong column format","Неверный формат колонки"
"Wrong tab configuration","Неверная конфигурация вкладки"
"XML","XML"
"YTD","Год"
"Yes","Да"
"Yes (only price with tax)","Да (только цены с налогом)"
"You can not delete self assigned roles.","Вы не можете удалять роли назначенные самому себе"
"You cannot delete account of yourself","Вы не можете удалить учетную запись о себе"
"You have","У вас есть"
"You have not enought permissions to login.","У вас недостаточно прав для входа"
"You have not enought permissions to use this functionality.","У вас недостаточно прав для использования этой функциональности"
"You need specify carrier.","Необходимо указать способ доставки"
"You need to specify order items","You need to specify order items"
"You successfully logged out.","Вы успешно вышли из системы."
"Your Account has been deactivated.","Ваша учетная запись была отключена."
"Your answers contain duplicates.","Ваши ответы содержат дубликаты."
"Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files.","Настройки PHP разрешают одновременную загрузку не более чем %s файлов. Измените настройки post_max_size (сейчас =  %s) и upload_max_filesize (сейчас = %s) в php.ini, если Вы хотите загружать файлы ещё большего размера."
"Zip/Postal Code","Почтовый индекс:"
"Zip/Postal Code:","Почтовый индекс:"
"[ deleted ]","[удалено]"
"[deleted]","[удалено]"
"b","б"
"close","закрыть"
"critical","критично"
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","пример: ""sitemap/"" или ""/"" для корневого пути (должен быть доступен для чтения)"
"example: sitemap.xml","пример: sitemap.xml"
"images/logo.gif","images/logo.gif"
"items selected","Выбранные пункты"
"major","важно(е)"
"md5sum","md5sum"
"minor","обычно(е)"
"notice","уведом."
"of %s pages","Из %s страниц"
"per page","на страницу"
"store(%s) scope","Охват магазина(%s)"
"to","до"
"website(%s) scope","Охват сайта(%s)"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure Url / Base Secure Url. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>.","{{base_url}} не рекомендован к использованию на рабочем сервере для объявления корневого пути. Настоятельно рекомендуем изменить это значение в Вашей <a href=""%s"">конфигурации Magento</a>."
